subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium,Consistency Rate
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.41,0.38,0.44,0.2175
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.41,0.38,0.43,0.255
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.41,0.38,0.22,0.155
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.41,0.38,0.48,0.22749999999999998
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.41,0.38,0.35,0.2525
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.386,0.38,0.41,0.44,0.22,0.17714285714285713
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original')",0.35,0.38999999999999996,0.38,0.41857142857142854,0.4685714285714285,0.48,0.2333333333333333
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.35,0.39799999999999996,0.38,0.434,0.48200000000000004,0.44000000000000006,0.21666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.38,0.47,0.45,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.45,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.45,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought', 'original')",0.35,0.41,0.38,0.47,0.45,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.45,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.35,0.39799999999999996,0.38,0.434,0.48,0.43,0.2333333333333333
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.35,0.41,0.38,0.47,0.44,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.44,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.44,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'original')",0.35,0.41,0.38,0.47,0.44,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.44,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2')",0.35,0.41,0.38,0.47,0.4,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.41,0.38,0.47,0.4,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.4,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.4,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'original')",0.35,0.41,0.38,0.47,0.4,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.4,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1')",0.35,0.41,0.38,0.47,0.41,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.41,0.38,0.47,0.41,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.41,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.41,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.41,0.38,0.47,0.41,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.41,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2')",0.35,0.41,0.38,0.47,0.38,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.35,0.41,0.38,0.47,0.38,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.38,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.38,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.35,0.41,0.38,0.47,0.38,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.38,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.39499999999999996,0.38,0.425,0.49,0.22000000000000003,0.144
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original')",0.35,0.39799999999999996,0.38,0.434,0.49000000000000005,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original', 'Empty Thought')",0.35,0.41,0.38,0.47,0.49,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.49,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.49,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original', 'original')",0.35,0.41,0.38,0.47,0.49,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.49,0.35,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.39499999999999996,0.38,0.425,0.49,0.35,0.22800000000000004
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.386,0.38,0.41,0.44,0.35,0.2885714285714286
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.0,0.4000000000000001,0.0,0.31
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.39499999999999996,0.38,0.0,0.41250000000000003,0.44,0.238
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.38,0.0,0.45,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.38,0.0,0.45,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.45,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought', 'original')",0.35,0.41,0.38,0.0,0.45,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.45,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.39799999999999996,0.38,0.41,0.41000000000000003,0.43,0.26166666666666666
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought')",0.3499999999999999,0.41,0.38000000000000006,0.41,0.445,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.38,0.41,0.45,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.38,0.41,0.45,0.43,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.45,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.35,0.41,0.38,0.41,0.45,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.45,0.35,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.3499999999999999,0.41,0.38000000000000006,0.41,0.44,0.43,0.23666666666666666
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.35,0.41,0.38,0.41,0.44,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.41,0.44,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.44,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.35,0.41,0.38,0.41,0.44,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.44,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.35,0.41,0.38,0.41,0.4,0.0,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.41,0.38,0.41,0.4,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.41,0.4,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.4,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.35,0.41,0.38,0.41,0.4,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.4,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.35,0.41,0.38,0.41,0.41,0.0,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.41,0.38,0.41,0.41,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.41,0.41,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.41,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.41,0.38,0.41,0.41,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.41,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.35,0.41,0.38,0.41,0.38,0.0,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.35,0.41,0.38,0.41,0.38,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.41,0.38,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.38,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.35,0.41,0.38,0.41,0.38,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.38,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.44,0.22,0.15000000000000002
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original')",0.3499999999999999,0.41,0.38000000000000006,0.41,0.46499999999999997,0.48,0.21333333333333335
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.35,0.41,0.38,0.41,0.49,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.35,0.41,0.38,0.41,0.49,0.43,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.49,0.22,0.13
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original')",0.35,0.41,0.38,0.41,0.49,0.48,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.49,0.35,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.41,0.44,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2')",0.35,0.41,0.38,0.0,0.4,0.0,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.41,0.38,0.0,0.4,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.0,0.4,0.43,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.4,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original')",0.35,0.41,0.38,0.0,0.4,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.4,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1')",0.35,0.41,0.38,0.0,0.41,0.0,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.41,0.38,0.0,0.41,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.0,0.41,0.43,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.41,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.41,0.38,0.0,0.41,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.41,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2')",0.35,0.41,0.38,0.0,0.38,0.0,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.35,0.41,0.38,0.0,0.38,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.0,0.38,0.43,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.38,0.22,0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'original')",0.35,0.41,0.38,0.0,0.38,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.0,0.38,0.35,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.0,0.4000000000000001,0.22,0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original')",0.35,0.39799999999999996,0.38,0.47,0.4225,0.48,0.245
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Empty Thought')",0.3499999999999999,0.41,0.38000000000000006,0.47,0.47,0.44,0.21666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.38,0.47,0.45,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.45,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.45,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Empty Thought', 'original')",0.35,0.41,0.38,0.47,0.45,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.45,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1')",0.3499999999999999,0.41,0.38000000000000006,0.47,0.46499999999999997,0.43,0.23666666666666666
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.35,0.41,0.38,0.47,0.44,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.44,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.44,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'original')",0.35,0.41,0.38,0.47,0.44,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.44,0.35,0.23
