original_row,original_col,group,model,criterion,value
1,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
1,"green-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
1,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
1,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
1,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
2,"green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
2,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
2,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
2,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
2,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
3,"green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
3,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
3,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
3,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,2.0
3,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,2.0
4,"green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
4,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
4,"green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
4,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
4,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
5,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
5,"green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
5,"green-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
5,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
5,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
6,"green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
6,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
6,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
6,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
6,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
7,"green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
7,"green-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
7,"green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
7,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
7,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
8,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
8,"green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
8,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
8,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
8,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
9,"green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
9,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
9,"green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
9,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
9,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
10,"green-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
10,"green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
10,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
10,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
10,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,1.0
11,"green-model-668 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
11,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
11,"green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
11,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
11,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
12,"green-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
12,"green-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
12,"green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
12,"green-model-694 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
12,"green-model-366 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
13,"green-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,4.0
13,"green-model-79 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
13,"green-model-87 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
13,"green-model-89 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,5.0
13,"green-model-371 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",green-model_Ease_of_Following,green-model,Ease of Following,3.0
0,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
0,"green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
0,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
0,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
0,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
1,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
1,"green-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
1,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
1,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
1,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
2,"green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
2,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
2,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
2,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
2,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
3,"green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,3.0
3,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
3,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
3,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,2.0
3,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,2.0
4,"green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
4,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
4,"green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
4,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
4,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
5,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
5,"green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
5,"green-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
5,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
5,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
6,"green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
6,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
6,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
6,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
6,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
7,"green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
7,"green-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
7,"green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
7,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
7,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,3.0
8,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
8,"green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
8,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
8,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
8,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
9,"green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
9,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
9,"green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
9,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
9,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,3.0
10,"green-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,3.0
10,"green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
10,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
10,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,3.0
10,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,2.0
11,"green-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
11,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
11,"green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
11,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
11,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
12,"green-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
12,"green-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
12,"green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
12,"green-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
12,"green-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
13,"green-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
13,"green-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
13,"green-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
13,"green-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,5.0
13,"green-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",green-model_Confidence,green-model,Confidence,4.0
0,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
0,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
0,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
0,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0
0,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0
1,"purple-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
1,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
1,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0
1,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
1,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0
2,"purple-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
2,"purple-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0
2,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
2,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
2,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
3,"purple-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0
3,"purple-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0
3,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0
3,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0
3,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0
4,"purple-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
4,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
4,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
4,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
4,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
5,"purple-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
5,"purple-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
5,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
5,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0
5,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
6,"purple-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
6,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
6,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
6,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0
6,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0
7,"purple-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0
7,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0
