subset_settings,Consistency Rate
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.19571428571428573
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original')",0.23583333333333334
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.2383333333333333
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.154
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.23199999999999998
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.3071428571428571
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2')",0.28500000000000003
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought')",0.23399999999999999
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.27666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought')",0.21666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.165
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original')",0.21333333333333335
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.275
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V2')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1')",0.29
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.28
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.28
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.175
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original')",0.2416666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Empty Thought', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1')",0.24666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15500000000000003
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'original', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'original', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'original', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.235
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.275
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')",0.32
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.238
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'Ensembled Thought V1')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.28833333333333333
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought')",0.21333333333333335
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.19
